circuit_index,noisy_counts,ideal_counts
1013,"{""000"": 769, ""100"": 31, ""010"": 162, ""011"": 10, ""111"": 7, ""001"": 5, ""110"": 13, ""101"": 3}","{""000"": 843, ""010"": 157}"
1015,"{""1000"": 20, ""0000"": 897, ""0010"": 16, ""1001"": 3, ""0001"": 37, ""1100"": 8, ""0100"": 16, ""0110"": 3}","{""0000"": 1000}"
1016,"{""101"": 245, ""011"": 239, ""110"": 250, ""001"": 13, ""100"": 232, ""010"": 8, ""111"": 7, ""000"": 6}","{""110"": 247, ""100"": 256, ""011"": 257, ""101"": 240}"
1017,"{""000"": 890, ""001"": 17, ""100"": 41, ""010"": 32, ""101"": 2, ""110"": 2, ""011"": 12, ""111"": 4}","{""000"": 1000}"
1021,"{""00"": 902, ""10"": 61, ""01"": 32, ""11"": 5}","{""00"": 962, ""01"": 14, ""10"": 24}"
1025,"{""011"": 41, ""001"": 80, ""000"": 570, ""010"": 298, ""111"": 1, ""100"": 4, ""110"": 5, ""101"": 1}","{""000"": 574, ""001"": 75, ""010"": 302, ""011"": 49}"
1026,"{""1101"": 265, ""0101"": 33, ""1001"": 35, ""0001"": 527, ""1111"": 8, ""1100"": 36, ""0000"": 56, ""1011"": 5, ""0011"": 9, ""0111"": 9, ""0010"": 5, ""0100"": 4, ""1010"": 5, ""1000"": 3}","{""0001"": 612, ""1101"": 332, ""1100"": 28, ""0000"": 28}"
1028,"{""000"": 906, ""100"": 25, ""011"": 9, ""001"": 21, ""101"": 8, ""010"": 23, ""110"": 8}","{""000"": 1000}"
1029,"{""1100"": 200, ""0100"": 20, ""1101"": 215, ""1110"": 103, ""0110"": 104, ""1111"": 124, ""0111"": 126, ""1011"": 12, ""1000"": 20, ""0101"": 16, ""0010"": 11, ""1001"": 28, ""0011"": 9, ""1010"": 11, ""0001"": 1}","{""0110"": 115, ""1111"": 118, ""0111"": 94, ""1001"": 19, ""0011"": 7, ""1100"": 244, ""1101"": 262, ""1110"": 107, ""0010"": 3, ""1000"": 20, ""1011"": 6, ""1010"": 5}"
1030,"{""00"": 984, ""11"": 3, ""01"": 8, ""10"": 5}","{""00"": 1000}"
1031,"{""000"": 477, ""001"": 465, ""111"": 1, ""011"": 17, ""010"": 20, ""101"": 10, ""110"": 4, ""100"": 6}","{""000"": 502, ""001"": 498}"
1033,"{""10"": 282, ""11"": 318, ""00"": 216, ""01"": 184}","{""10"": 308, ""11"": 300, ""00"": 180, ""01"": 212}"
1034,"{""01"": 890, ""11"": 101, ""00"": 9}","{""11"": 105, ""01"": 895}"
1036,"{""01000"": 466, ""11010"": 11, ""00000"": 233, ""10000"": 21, ""11000"": 192, ""00010"": 6, ""11100"": 7, ""01100"": 7, ""01001"": 15, ""01101"": 3, ""01010"": 18, ""00001"": 5, ""00100"": 2, ""01011"": 1, ""11101"": 3, ""11001"": 4, ""00101"": 1, ""01111"": 1, ""10010"": 1, ""00111"": 1, ""11011"": 1, ""11111"": 1}","{""01000"": 498, ""00000"": 255, ""11000"": 247}"
1039,"{""10000"": 16, ""00001"": 87, ""01001"": 310, ""10001"": 80, ""00000"": 12, ""11001"": 294, ""11101"": 7, ""01011"": 8, ""11000"": 54, ""01000"": 73, ""11011"": 11, ""00011"": 5, ""10101"": 7, ""01100"": 3, ""00111"": 1, ""01010"": 4, ""11100"": 5, ""10011"": 4, ""01101"": 9, ""00101"": 3, ""11010"": 3, ""10010"": 2, ""01110"": 1, ""11111"": 1}","{""00000"": 12, ""01000"": 66, ""10001"": 78, ""11001"": 350, ""11000"": 66, ""00001"": 77, ""01001"": 335, ""10000"": 16}"
1041,"{""01"": 8, ""00"": 978, ""10"": 13, ""11"": 1}","{""00"": 1000}"
1042,"{""1000"": 44, ""0000"": 837, ""0001"": 25, ""0011"": 10, ""0010"": 24, ""0111"": 1, ""0100"": 27, ""0110"": 7, ""1010"": 6, ""1001"": 8, ""0101"": 8, ""1100"": 3}","{""0000"": 1000}"
1043,"{""01000"": 35, ""00000"": 846, ""00001"": 12, ""01001"": 1, ""10000"": 37, ""00100"": 18, ""00101"": 2, ""00010"": 24, ""10010"": 5, ""11000"": 4, ""00011"": 2, ""10110"": 1, ""00110"": 6, ""01010"": 3, ""11010"": 1, ""10011"": 1, ""01100"": 1, ""10100"": 1}","{""00000"": 1000}"
1048,"{""00100"": 11, ""01101"": 189, ""01111"": 228, ""01110"": 206, ""11011"": 11, ""01100"": 132, ""01001"": 29, ""01011"": 44, ""11110"": 15, ""00010"": 6, ""01010"": 21, ""11010"": 8, ""11001"": 5, ""10011"": 2, ""11101"": 8, ""00110"": 6, ""11100"": 7, ""11111"": 11, ""00111"": 3, ""00101"": 9, ""00001"": 6, ""00011"": 2, ""00000"": 3, ""01000"": 30, ""11000"": 3, ""10000"": 2, ""10001"": 1, ""10101"": 1, ""10110"": 1}","{""01011"": 16, ""01100"": 168, ""01111"": 292, ""01101"": 235, ""01010"": 20, ""01001"": 19, ""01110"": 237, ""01000"": 13}"
1050,"{""11000"": 573, ""11001"": 12, ""00000"": 5, ""01000"": 120, ""10001"": 80, ""00101"": 18, ""10101"": 83, ""11100"": 37, ""10111"": 1, ""10000"": 16, ""11110"": 1, ""00001"": 18, ""10010"": 1, ""01101"": 2, ""01010"": 7, ""01100"": 8, ""11010"": 5, ""00100"": 1, ""10011"": 4, ""01110"": 1, ""00011"": 2, ""11011"": 1, ""11101"": 4}","{""00001"": 12, ""11000"": 652, ""10001"": 96, ""01000"": 111, ""10101"": 105, ""00101"": 24}"
1053,"{""00"": 943, ""10"": 8, ""01"": 45, ""11"": 4}","{""00"": 1000}"
1054,"{""1000"": 20, ""0000"": 904, ""1010"": 3, ""0001"": 40, ""0010"": 5, ""1101"": 2, ""0100"": 18, ""1100"": 3, ""0110"": 4, ""0101"": 1}","{""0000"": 1000}"
1056,"{""00"": 563, ""11"": 212, ""10"": 212, ""01"": 13}","{""00"": 620, ""10"": 183, ""11"": 197}"
1058,"{""0010"": 10, ""1000"": 43, ""0000"": 877, ""1001"": 12, ""0001"": 20, ""0100"": 16, ""0101"": 14, ""1100"": 3, ""1010"": 2, ""0011"": 2, ""1101"": 1}","{""0000"": 1000}"
1061,"{""0010"": 51, ""1000"": 29, ""0000"": 791, ""1001"": 3, ""0001"": 53, ""1101"": 14, ""0100"": 32, ""0011"": 5, ""0101"": 1, ""1100"": 8, ""1010"": 7, ""1011"": 2, ""0110"": 4}","{""0000"": 1000}"
1062,"{""01111"": 1, ""00110"": 343, ""00010"": 439, ""10011"": 14, ""10110"": 26, ""00111"": 21, ""00000"": 22, ""00011"": 13, ""00100"": 20, ""10101"": 1, ""10111"": 10, ""01110"": 19, ""01011"": 4, ""11111"": 1, ""10010"": 26, ""01010"": 22, ""00101"": 2, ""11010"": 3, ""01100"": 1, ""10000"": 5, ""00001"": 1, ""11100"": 1, ""11110"": 3, ""11011"": 1, ""01000"": 1}","{""00110"": 497, ""00010"": 483, ""00100"": 10, ""00000"": 10}"
1066,"{""110"": 553, ""010"": 402, ""011"": 17, ""111"": 10, ""000"": 9, ""100"": 9}","{""110"": 570, ""010"": 422, ""011"": 6, ""111"": 2}"
1067,"{""10001"": 328, ""11000"": 28, ""01010"": 8, ""00001"": 17, ""10000"": 398, ""10011"": 22, ""11100"": 4, ""10100"": 28, ""00110"": 1, ""00000"": 23, ""10010"": 27, ""00010"": 3, ""01001"": 6, ""11001"": 30, ""10101"": 21, ""01011"": 4, ""00100"": 8, ""11010"": 7, ""00011"": 15, ""01000"": 4, ""00101"": 2, ""11011"": 7, ""10111"": 4, ""11101"": 2, ""00111"": 2, ""10110"": 1}","{""10000"": 478, ""10001"": 522}"
1069,"{""000"": 858, ""001"": 51, ""100"": 23, ""110"": 23, ""010"": 31, ""011"": 4, ""101"": 7, ""111"": 3}","{""000"": 1000}"
1070,"{""00100"": 360, ""00000"": 352, ""10001"": 10, ""10010"": 3, ""01100"": 27, ""00110"": 39, ""00101"": 21, ""00001"": 24, ""01000"": 23, ""01110"": 4, ""10100"": 27, ""00010"": 19, ""10000"": 24, ""10101"": 6, ""11110"": 4, ""11100"": 5, ""01001"": 8, ""11000"": 6, ""01101"": 8, ""11101"": 4, ""00011"": 6, ""10110"": 4, ""10011"": 5, ""01010"": 3, ""11010"": 2, ""01011"": 2, ""10111"": 1, ""01111"": 1, ""11011"": 1, ""11001"": 1}","{""01000"": 1, ""00000"": 513, ""00100"": 482, ""01100"": 4}"
1072,"{""01000"": 34, ""00000"": 816, ""01100"": 7, ""00001"": 28, ""10000"": 28, ""10100"": 10, ""00010"": 16, ""00100"": 24, ""10001"": 4, ""00101"": 2, ""01001"": 4, ""01101"": 6, ""00110"": 6, ""11001"": 7, ""10110"": 1, ""11000"": 3, ""11010"": 1, ""11011"": 1, ""00011"": 1, ""01010"": 1}","{""00000"": 990, ""00010"": 10}"
