circuit_index,noisy_counts,ideal_counts
2654,"{""11"": 495, ""01"": 495, ""10"": 8, ""00"": 2}","{""01"": 476, ""11"": 524}"
3120,"{""1011"": 11, ""0110"": 10, ""1001"": 13, ""1111"": 36, ""1110"": 52, ""1010"": 680, ""0010"": 25, ""1100"": 12, ""1000"": 107, ""0011"": 4, ""1101"": 11, ""0111"": 14, ""0000"": 10, ""0100"": 2, ""0101"": 5, ""0001"": 8}","{""1010"": 999, ""1000"": 1}"
3910,"{""110"": 203, ""011"": 132, ""010"": 316, ""000"": 29, ""111"": 277, ""101"": 16, ""100"": 17, ""001"": 10}","{""010"": 236, ""110"": 244, ""111"": 335, ""011"": 165, ""100"": 9, ""000"": 11}"
2632,"{""011"": 538, ""000"": 353, ""010"": 40, ""001"": 26, ""110"": 14, ""111"": 12, ""100"": 5, ""101"": 12}","{""000"": 379, ""011"": 621}"
3335,"{""10101"": 394, ""10110"": 47, ""00011"": 139, ""00101"": 38, ""10111"": 27, ""00111"": 30, ""00000"": 9, ""10100"": 16, ""10001"": 43, ""10011"": 20, ""00110"": 8, ""01101"": 13, ""01011"": 13, ""11111"": 11, ""00010"": 11, ""11011"": 10, ""00001"": 43, ""11101"": 14, ""01100"": 3, ""11001"": 17, ""11100"": 8, ""10000"": 13, ""01010"": 5, ""01110"": 6, ""00100"": 5, ""10010"": 10, ""01111"": 10, ""11010"": 9, ""01001"": 18, ""01000"": 6, ""11000"": 2, ""11110"": 2}","{""10101"": 607, ""00011"": 255, ""00000"": 23, ""10110"": 47, ""00101"": 47, ""10011"": 12, ""00110"": 9}"
2766,"{""0011"": 471, ""0001"": 260, ""0010"": 83, ""1111"": 21, ""0000"": 59, ""1010"": 13, ""1000"": 13, ""1001"": 15, ""1100"": 10, ""1101"": 9, ""0100"": 7, ""0111"": 15, ""0101"": 12, ""0110"": 5, ""1011"": 3, ""1110"": 4}","{""0011"": 657, ""0001"": 343}"
596,"{""00001"": 51, ""00000"": 870, ""00100"": 19, ""00101"": 3, ""00010"": 14, ""00011"": 3, ""01000"": 3, ""10001"": 6, ""00110"": 7, ""10100"": 6, ""00111"": 1, ""10110"": 1, ""10000"": 11, ""11000"": 1, ""10010"": 3, ""01011"": 1}","{""00000"": 1000}"
179,"{""10000"": 242, ""10001"": 230, ""11000"": 202, ""11001"": 211, ""11011"": 7, ""00000"": 11, ""11100"": 1, ""10010"": 7, ""00001"": 16, ""01001"": 10, ""11110"": 4, ""11101"": 4, ""10101"": 7, ""10100"": 4, ""01000"": 15, ""11010"": 4, ""00011"": 2, ""01100"": 1, ""10111"": 3, ""01101"": 1, ""10011"": 4, ""00110"": 1, ""00100"": 5, ""01010"": 2, ""01111"": 2, ""10110"": 1, ""11111"": 2, ""00010"": 1}","{""10000"": 239, ""11000"": 243, ""10001"": 231, ""11001"": 287}"
687,"{""00000"": 495, ""10000"": 391, ""00001"": 4, ""00110"": 3, ""11000"": 8, ""11010"": 10, ""10110"": 5, ""10100"": 16, ""10010"": 5, ""01101"": 1, ""00100"": 8, ""01000"": 18, ""11011"": 5, ""00011"": 5, ""10011"": 3, ""01010"": 5, ""00010"": 8, ""10001"": 4, ""01100"": 1, ""01011"": 2, ""01111"": 1, ""01001"": 2}","{""11000"": 7, ""10000"": 498, ""01000"": 3, ""00000"": 492}"
2238,"{""00111"": 20, ""01110"": 71, ""10110"": 62, ""01111"": 9, ""00010"": 67, ""10010"": 201, ""00110"": 361, ""00100"": 18, ""11110"": 18, ""10011"": 10, ""11000"": 7, ""01010"": 14, ""11101"": 1, ""11010"": 48, ""10111"": 2, ""01100"": 6, ""00001"": 4, ""00011"": 9, ""10000"": 22, ""00101"": 7, ""10001"": 3, ""01001"": 3, ""11001"": 2, ""01101"": 6, ""10101"": 4, ""01000"": 1, ""00000"": 7, ""01011"": 4, ""11100"": 1, ""10100"": 7, ""11011"": 3, ""11111"": 2}","{""11010"": 57, ""00110"": 425, ""10110"": 37, ""00010"": 63, ""01110"": 90, ""10010"": 304, ""11110"": 10, ""01010"": 14}"
2045,"{""1000"": 360, ""0001"": 31, ""1001"": 473, ""1100"": 25, ""0000"": 22, ""0101"": 10, ""1101"": 29, ""0110"": 5, ""0011"": 5, ""1111"": 7, ""0100"": 8, ""1011"": 9, ""0111"": 3, ""1010"": 9, ""1110"": 3, ""0010"": 1}","{""1000"": 456, ""1001"": 544}"
3106,"{""000"": 895, ""011"": 11, ""111"": 6, ""001"": 51, ""010"": 9, ""100"": 16, ""110"": 4, ""101"": 8}","{""000"": 1000}"
3045,"{""00101"": 276, ""00000"": 101, ""01100"": 17, ""00001"": 279, ""00100"": 107, ""10101"": 7, ""11000"": 4, ""01101"": 39, ""00010"": 7, ""00111"": 10, ""00011"": 17, ""11111"": 19, ""10111"": 5, ""01001"": 37, ""01110"": 3, ""01000"": 12, ""10000"": 10, ""11010"": 1, ""10100"": 6, ""10001"": 11, ""00110"": 5, ""01111"": 2, ""11110"": 5, ""01011"": 3, ""10011"": 4, ""11101"": 2, ""10110"": 3, ""11001"": 5, ""11011"": 2, ""10010"": 1}","{""00101"": 548, ""00001"": 298, ""00000"": 59, ""00100"": 95}"
