circuit_index,noisy_counts,ideal_counts
61,"{""011"": 975, ""001"": 23, ""010"": 2}","{""011"": 983, ""001"": 17}"
2112,"{""110"": 229, ""101"": 204, ""011"": 219, ""000"": 146, ""100"": 70, ""010"": 37, ""111"": 68, ""001"": 27}","{""110"": 243, ""101"": 234, ""011"": 245, ""010"": 18, ""000"": 80, ""001"": 29, ""111"": 68, ""100"": 83}"
2711,"{""00011"": 683, ""10001"": 6, ""00000"": 42, ""01011"": 40, ""00101"": 4, ""10000"": 3, ""01001"": 9, ""00110"": 4, ""00001"": 83, ""00010"": 31, ""11010"": 3, ""11011"": 3, ""01111"": 7, ""10011"": 35, ""01010"": 2, ""01100"": 4, ""00111"": 15, ""01000"": 7, ""00100"": 1, ""11111"": 2, ""10101"": 3, ""10111"": 2, ""11001"": 1, ""10010"": 3, ""11101"": 2, ""11000"": 1, ""01101"": 2, ""11110"": 1, ""01110"": 1}","{""00011"": 1000}"
614,"{""0110"": 234, ""0010"": 272, ""0000"": 265, ""0100"": 204, ""1100"": 1, ""1000"": 4, ""1110"": 5, ""0001"": 2, ""1101"": 2, ""0101"": 2, ""1010"": 2, ""1111"": 2, ""1011"": 2, ""1001"": 2, ""0111"": 1}","{""0010"": 258, ""0000"": 237, ""0100"": 252, ""0110"": 253}"
2860,"{""0010"": 464, ""0000"": 369, ""1100"": 8, ""0001"": 31, ""1000"": 10, ""1010"": 18, ""0110"": 12, ""0011"": 31, ""0100"": 17, ""0111"": 8, ""1101"": 9, ""1001"": 2, ""0101"": 9, ""1110"": 5, ""1111"": 5, ""1011"": 2}","{""0000"": 475, ""0010"": 422, ""0001"": 51, ""0011"": 52}"
3851,"{""01000"": 315, ""10000"": 16, ""01001"": 236, ""10111"": 3, ""00101"": 24, ""10110"": 2, ""01100"": 34, ""11001"": 13, ""00001"": 75, ""00111"": 5, ""01011"": 26, ""11100"": 16, ""00000"": 96, ""01110"": 12, ""11000"": 16, ""01010"": 16, ""01111"": 8, ""01101"": 17, ""00010"": 8, ""00100"": 13, ""00110"": 9, ""10100"": 5, ""00011"": 10, ""10101"": 3, ""10010"": 1, ""11010"": 2, ""11101"": 6, ""11111"": 3, ""10001"": 7, ""11110"": 1, ""11011"": 2}","{""00000"": 31, ""01000"": 452, ""00001"": 48, ""01001"": 469}"
243,"{""0000"": 446, ""0001"": 12, ""1000"": 497, ""1001"": 14, ""1100"": 6, ""0010"": 4, ""1011"": 2, ""0100"": 11, ""1110"": 1, ""0101"": 3, ""0110"": 1, ""1101"": 2, ""0011"": 1}","{""1000"": 489, ""0000"": 511}"
3253,"{""110"": 55, ""000"": 417, ""111"": 51, ""010"": 132, ""100"": 141, ""101"": 117, ""001"": 68, ""011"": 19}","{""100"": 155, ""000"": 378, ""111"": 56, ""011"": 18, ""110"": 45, ""001"": 62, ""101"": 137, ""010"": 149}"
2641,"{""00"": 205, ""10"": 532, ""01"": 212, ""11"": 51}","{""01"": 223, ""10"": 514, ""00"": 209, ""11"": 54}"
2629,"{""00000"": 204, ""10011"": 40, ""00001"": 518, ""01001"": 24, ""11011"": 4, ""01010"": 6, ""00101"": 43, ""00010"": 16, ""10010"": 17, ""00100"": 8, ""11001"": 5, ""01000"": 8, ""01101"": 5, ""00011"": 33, ""01011"": 9, ""10001"": 13, ""00111"": 4, ""10101"": 5, ""01100"": 4, ""10111"": 3, ""00110"": 3, ""11010"": 3, ""10000"": 9, ""11000"": 6, ""10100"": 3, ""11111"": 1, ""11101"": 1, ""10110"": 1, ""01111"": 2, ""01110"": 2}","{""01010"": 6, ""00001"": 616, ""00000"": 236, ""00101"": 39, ""10011"": 27, ""10010"": 18, ""00100"": 16, ""10111"": 3, ""00011"": 7, ""00010"": 5, ""01011"": 17, ""10001"": 1, ""10110"": 2, ""01001"": 5, ""00111"": 1, ""00110"": 1}"
2864,"{""100"": 62, ""010"": 177, ""001"": 201, ""110"": 372, ""011"": 43, ""000"": 24, ""101"": 91, ""111"": 30}","{""110"": 346, ""000"": 26, ""101"": 96, ""001"": 204, ""010"": 222, ""011"": 61, ""111"": 28, ""100"": 17}"
3665,"{""000"": 540, ""001"": 330, ""101"": 21, ""110"": 27, ""011"": 19, ""111"": 19, ""010"": 13, ""100"": 31}","{""000"": 523, ""001"": 477}"
3797,"{""000"": 866, ""101"": 9, ""110"": 24, ""010"": 13, ""100"": 32, ""001"": 36, ""111"": 9, ""011"": 11}","{""000"": 1000}"
1072,"{""10000"": 44, ""00000"": 848, ""11001"": 2, ""01000"": 23, ""00001"": 12, ""00010"": 21, ""00100"": 11, ""11000"": 7, ""01001"": 10, ""00110"": 5, ""01101"": 1, ""10001"": 3, ""11101"": 4, ""10010"": 4, ""00011"": 1, ""10100"": 2, ""00101"": 1, ""11100"": 1}","{""00000"": 989, ""00010"": 11}"
3501,"{""11"": 229, ""01"": 241, ""00"": 224, ""10"": 306}","{""11"": 355, ""00"": 179, ""01"": 186, ""10"": 280}"
3055,"{""10"": 271, ""01"": 207, ""00"": 147, ""11"": 375}","{""11"": 402, ""00"": 134, ""10"": 297, ""01"": 167}"
2328,"{""1001"": 122, ""0001"": 327, ""1011"": 327, ""0011"": 130, ""1110"": 4, ""1010"": 15, ""1101"": 5, ""0110"": 7, ""1000"": 14, ""0000"": 16, ""1100"": 2, ""1111"": 7, ""0010"": 13, ""0101"": 8, ""0111"": 2, ""0100"": 1}","{""1011"": 352, ""0001"": 340, ""1001"": 152, ""0011"": 149, ""1101"": 4, ""1111"": 1, ""0101"": 2}"
3694,"{""00"": 502, ""10"": 343, ""01"": 121, ""11"": 34}","{""10"": 319, ""00"": 552, ""11"": 15, ""01"": 114}"
815,"{""00000"": 893, ""10000"": 18, ""00101"": 6, ""00010"": 31, ""11010"": 1, ""00001"": 14, ""01010"": 3, ""10001"": 4, ""01000"": 7, ""01001"": 1, ""00100"": 13, ""10010"": 1, ""01011"": 2, ""01100"": 1, ""00111"": 2, ""10100"": 1, ""00110"": 2}","{""00000"": 1000}"
798,"{""00000"": 909, ""00010"": 19, ""00100"": 16, ""10000"": 20, ""11100"": 1, ""00110"": 7, ""00001"": 15, ""01000"": 5, ""01011"": 1, ""11000"": 2, ""01001"": 1, ""11001"": 2, ""10001"": 1, ""11101"": 1}","{""00000"": 1000}"
820,"{""00111"": 2, ""00010"": 905, ""00000"": 20, ""01010"": 17, ""10010"": 11, ""00011"": 15, ""11010"": 5, ""00001"": 3, ""10110"": 2, ""00110"": 9, ""01000"": 1, ""01011"": 4, ""11110"": 2, ""11100"": 1, ""01001"": 1, ""00100"": 1, ""10001"": 1}","{""00010"": 1000}"
2652,"{""0000"": 436, ""0010"": 391, ""1110"": 34, ""0011"": 14, ""0001"": 18, ""1111"": 5, ""1010"": 7, ""1100"": 40, ""0110"": 17, ""1001"": 2, ""0100"": 20, ""1000"": 11, ""0111"": 1, ""0101"": 4}","{""0010"": 462, ""0000"": 483, ""1100"": 31, ""1110"": 24}"
1870,"{""0010"": 27, ""0000"": 859, ""0100"": 46, ""1100"": 7, ""0001"": 19, ""1010"": 13, ""1110"": 8, ""0011"": 4, ""1000"": 7, ""0101"": 4, ""0110"": 5, ""1101"": 1}","{""0000"": 1000}"
1062,"{""00100"": 37, ""00010"": 444, ""00110"": 336, ""01110"": 14, ""10000"": 8, ""10010"": 11, ""10111"": 5, ""10011"": 9, ""00000"": 66, ""00011"": 11, ""10001"": 3, ""10110"": 6, ""01001"": 1, ""10100"": 2, ""00111"": 18, ""11010"": 2, ""11001"": 2, ""01011"": 2, ""11011"": 1, ""11111"": 3, ""11101"": 1, ""01010"": 4, ""01101"": 2, ""00001"": 4, ""11110"": 3, ""01100"": 1, ""00101"": 3, ""01111"": 1}","{""00010"": 528, ""00110"": 448, ""00100"": 13, ""00000"": 11}"
1108,"{""0010"": 773, ""1110"": 7, ""0000"": 79, ""1010"": 18, ""0110"": 49, ""0111"": 10, ""0100"": 9, ""0011"": 23, ""0001"": 7, ""1000"": 9, ""1011"": 6, ""1111"": 5, ""0101"": 3, ""1001"": 1, ""1100"": 1}","{""0010"": 960, ""0000"": 40}"
2077,"{""110"": 423, ""010"": 509, ""011"": 20, ""111"": 11, ""000"": 17, ""100"": 12, ""001"": 8}","{""010"": 466, ""110"": 534}"
2834,"{""11"": 455, ""10"": 160, ""00"": 82, ""01"": 303}","{""11"": 459, ""00"": 92, ""10"": 146, ""01"": 303}"
1028,"{""000"": 918, ""100"": 40, ""010"": 22, ""111"": 6, ""001"": 6, ""110"": 4, ""011"": 2, ""101"": 2}","{""000"": 1000}"
3707,"{""00"": 598, ""01"": 293, ""10"": 84, ""11"": 25}","{""01"": 247, ""00"": 626, ""10"": 111, ""11"": 16}"
1941,"{""00100"": 169, ""11001"": 2, ""01000"": 57, ""01100"": 143, ""10100"": 196, ""11100"": 175, ""11000"": 79, ""00000"": 55, ""10000"": 82, ""01110"": 5, ""10010"": 3, ""11110"": 6, ""01010"": 5, ""10110"": 5, ""10101"": 2, ""11011"": 2, ""11111"": 1, ""00001"": 1, ""11010"": 3, ""11101"": 3, ""01001"": 1, ""00011"": 1, ""00101"": 1, ""00110"": 2, ""00010"": 1}","{""01100"": 176, ""11100"": 251, ""01000"": 47, ""00000"": 53, ""10100"": 195, ""00100"": 146, ""10000"": 60, ""11000"": 72}"
917,"{""11"": 643, ""10"": 335, ""00"": 8, ""01"": 14}","{""11"": 619, ""10"": 369, ""00"": 5, ""01"": 7}"
2192,"{""001"": 536, ""000"": 411, ""111"": 7, ""011"": 14, ""010"": 12, ""100"": 2, ""110"": 11, ""101"": 7}","{""001"": 471, ""000"": 529}"
253,"{""0100"": 214, ""1100"": 155, ""1000"": 59, ""1101"": 182, ""0101"": 191, ""1111"": 9, ""0000"": 62, ""0001"": 55, ""1001"": 44, ""0111"": 9, ""1110"": 9, ""0010"": 4, ""0110"": 5, ""0011"": 1, ""1010"": 1}","{""1000"": 61, ""0000"": 56, ""0101"": 191, ""1100"": 194, ""0001"": 65, ""1001"": 61, ""0100"": 169, ""1101"": 203}"
3662,"{""00110"": 96, ""00111"": 32, ""10100"": 92, ""00100"": 105, ""10110"": 65, ""11110"": 81, ""11100"": 85, ""01110"": 87, ""11011"": 15, ""01001"": 2, ""01101"": 21, ""00011"": 5, ""11101"": 24, ""01100"": 66, ""00101"": 34, ""10111"": 18, ""11010"": 7, ""01011"": 16, ""10000"": 13, ""01010"": 13, ""00010"": 14, ""10101"": 26, ""10001"": 3, ""11001"": 5, ""01000"": 14, ""00001"": 8, ""10010"": 9, ""11111"": 5, ""10011"": 8, ""11000"": 8, ""00000"": 20, ""01111"": 3}","{""01110"": 130, ""10100"": 111, ""11110"": 84, ""00110"": 105, ""11100"": 120, ""01011"": 15, ""00111"": 30, ""10110"": 94, ""01100"": 91, ""10111"": 13, ""11101"": 20, ""10101"": 20, ""00101"": 20, ""00100"": 106, ""11011"": 28, ""01101"": 7, ""00000"": 1, ""11010"": 1, ""10000"": 1, ""10010"": 2, ""11000"": 1}"
844,"{""0000"": 894, ""0010"": 39, ""0001"": 30, ""0100"": 8, ""1011"": 5, ""0110"": 1, ""0011"": 5, ""1000"": 11, ""0101"": 1, ""1010"": 3, ""1001"": 2, ""1110"": 1}","{""0000"": 1000}"
3752,"{""101"": 573, ""111"": 308, ""100"": 22, ""000"": 38, ""110"": 7, ""011"": 18, ""010"": 9, ""001"": 25}","{""101"": 655, ""000"": 34, ""111"": 310, ""001"": 1}"
1648,"{""111"": 170, ""011"": 114, ""001"": 113, ""000"": 292, ""110"": 83, ""101"": 205, ""010"": 15, ""100"": 8}","{""101"": 183, ""001"": 112, ""011"": 118, ""110"": 85, ""000"": 290, ""111"": 212}"
2511,"{""0010"": 4, ""0001"": 409, ""1001"": 370, ""0000"": 15, ""0101"": 80, ""1101"": 76, ""1011"": 1, ""1100"": 2, ""0110"": 5, ""1000"": 22, ""0100"": 4, ""1110"": 3, ""1111"": 2, ""0011"": 5, ""1010"": 2}","{""1001"": 390, ""0001"": 512, ""1101"": 40, ""0101"": 58}"
3388,"{""0000"": 796, ""0001"": 88, ""0100"": 17, ""0010"": 17, ""0111"": 4, ""1000"": 28, ""0011"": 11, ""1100"": 1, ""0101"": 7, ""1111"": 5, ""1010"": 9, ""1001"": 5, ""0110"": 6, ""1110"": 1, ""1101"": 4, ""1011"": 1}","{""0000"": 1000}"
1112,"{""00100"": 467, ""00101"": 444, ""00111"": 10, ""00001"": 8, ""01111"": 6, ""01100"": 11, ""01101"": 11, ""00110"": 10, ""01001"": 4, ""01110"": 3, ""10101"": 5, ""10100"": 8, ""00000"": 6, ""11101"": 3, ""11111"": 1, ""01000"": 1, ""00010"": 1, ""10111"": 1}","{""00100"": 491, ""00101"": 509}"
1239,"{""10"": 954, ""00"": 15, ""01"": 23, ""11"": 8}","{""10"": 981, ""01"": 14, ""00"": 5}"
