circuit_index,noisy_counts,ideal_counts
2655,"{""10"": 698, ""11"": 139, ""00"": 135, ""01"": 28}","{""10"": 681, ""00"": 147, ""11"": 150, ""01"": 22}"
2280,"{""00000"": 785, ""01000"": 22, ""01100"": 21, ""00001"": 18, ""00010"": 27, ""01010"": 10, ""00100"": 37, ""10100"": 5, ""10001"": 9, ""00110"": 9, ""11110"": 6, ""11010"": 2, ""01110"": 12, ""11100"": 2, ""10000"": 18, ""10011"": 1, ""00111"": 2, ""01011"": 2, ""01001"": 3, ""11000"": 2, ""11001"": 1, ""10010"": 2, ""10110"": 2, ""00101"": 2}","{""00000"": 1000}"
1271,"{""1000"": 386, ""0000"": 527, ""0100"": 20, ""1010"": 7, ""1111"": 9, ""0001"": 11, ""1001"": 5, ""1100"": 6, ""1101"": 7, ""0101"": 2, ""0010"": 8, ""1011"": 2, ""0110"": 8, ""1110"": 1, ""0011"": 1}","{""1000"": 444, ""0000"": 556}"
3343,"{""001"": 407, ""000"": 34, ""111"": 182, ""101"": 193, ""110"": 84, ""011"": 34, ""100"": 40, ""010"": 26}","{""001"": 444, ""101"": 278, ""111"": 130, ""110"": 91, ""011"": 27, ""000"": 8, ""100"": 18, ""010"": 4}"
572,"{""1000"": 429, ""0000"": 450, ""1001"": 12, ""1110"": 8, ""0010"": 24, ""1111"": 4, ""0111"": 4, ""1100"": 21, ""1101"": 5, ""0100"": 16, ""1010"": 12, ""0001"": 10, ""0110"": 2, ""0101"": 2, ""0011"": 1}","{""1000"": 504, ""0000"": 496}"
2326,"{""01"": 330, ""11"": 366, ""10"": 179, ""00"": 125}","{""10"": 142, ""11"": 415, ""01"": 336, ""00"": 107}"
2761,"{""00111"": 75, ""01111"": 95, ""01100"": 39, ""01101"": 107, ""10111"": 98, ""11101"": 110, ""00101"": 53, ""01110"": 42, ""10110"": 36, ""00000"": 2, ""10101"": 48, ""00100"": 41, ""11100"": 29, ""11001"": 4, ""00110"": 36, ""11110"": 24, ""10100"": 41, ""00010"": 6, ""11111"": 54, ""01001"": 6, ""01010"": 3, ""01011"": 7, ""10011"": 14, ""00001"": 2, ""10010"": 5, ""00011"": 9, ""11011"": 4, ""11010"": 2, ""01000"": 3, ""10000"": 2, ""10001"": 3}","{""10101"": 54, ""01101"": 110, ""11101"": 107, ""00101"": 44, ""00111"": 40, ""01011"": 11, ""01100"": 32, ""10111"": 132, ""11100"": 29, ""10100"": 35, ""11111"": 43, ""00110"": 47, ""00100"": 42, ""10110"": 47, ""11110"": 31, ""11011"": 3, ""01001"": 10, ""01111"": 114, ""01110"": 32, ""10011"": 10, ""01000"": 3, ""00000"": 2, ""10010"": 3, ""11000"": 1, ""00011"": 5, ""00001"": 1, ""11010"": 2, ""10001"": 1, ""11001"": 7, ""00010"": 1, ""01010"": 1}"
1284,"{""011"": 379, ""101"": 99, ""001"": 317, ""010"": 18, ""000"": 17, ""111"": 151, ""100"": 8, ""110"": 11}","{""001"": 393, ""111"": 126, ""011"": 343, ""101"": 138}"
1859,"{""01110"": 242, ""00111"": 298, ""01111"": 216, ""00110"": 183, ""00101"": 5, ""11011"": 6, ""01011"": 10, ""00100"": 3, ""00010"": 3, ""10111"": 5, ""10110"": 3, ""00011"": 6, ""01101"": 2, ""10010"": 2, ""01100"": 3, ""11111"": 6, ""11110"": 4, ""01010"": 3}","{""00111"": 317, ""01110"": 295, ""01111"": 204, ""00110"": 184}"
3318,"{""1011"": 154, ""0000"": 28, ""1000"": 122, ""1110"": 79, ""1101"": 104, ""0001"": 31, ""1111"": 61, ""1100"": 57, ""1010"": 98, ""0100"": 28, ""0011"": 36, ""1001"": 77, ""0010"": 39, ""0111"": 34, ""0110"": 24, ""0101"": 28}","{""1101"": 111, ""1000"": 98, ""1001"": 100, ""1010"": 100, ""0110"": 20, ""1111"": 99, ""0101"": 27, ""1011"": 106, ""1100"": 99, ""1110"": 100, ""0001"": 23, ""0100"": 30, ""0000"": 19, ""0010"": 25, ""0011"": 21, ""0111"": 22}"
