circuit_index,noisy_counts,ideal_counts
681,"{""000"": 950, ""010"": 10, ""100"": 14, ""001"": 10, ""101"": 10, ""110"": 1, ""111"": 5}","{""000"": 1000}"
682,"{""10"": 436, ""00"": 466, ""11"": 46, ""01"": 52}","{""00"": 470, ""10"": 456, ""01"": 42, ""11"": 32}"
683,"{""000"": 846, ""001"": 64, ""101"": 12, ""100"": 40, ""110"": 8, ""010"": 17, ""111"": 5, ""011"": 8}","{""000"": 953, ""001"": 47}"
684,"{""00"": 988, ""10"": 7, ""01"": 3, ""11"": 2}","{""00"": 1000}"
685,"{""11000"": 2, ""01001"": 14, ""01010"": 34, ""00001"": 177, ""00011"": 181, ""00010"": 231, ""00101"": 8, ""00000"": 223, ""10000"": 15, ""10101"": 1, ""01000"": 22, ""01100"": 7, ""11011"": 2, ""00100"": 7, ""10100"": 4, ""01110"": 4, ""11010"": 2, ""01111"": 3, ""10111"": 1, ""00110"": 9, ""00111"": 5, ""10001"": 7, ""10010"": 12, ""01011"": 17, ""10011"": 7, ""11001"": 2, ""11101"": 2, ""11100"": 1}","{""00001"": 208, ""00011"": 213, ""00010"": 312, ""00000"": 267}"
687,"{""00001"": 15, ""11000"": 15, ""10000"": 439, ""01000"": 8, ""00000"": 447, ""00100"": 8, ""00110"": 3, ""00011"": 3, ""11100"": 2, ""10001"": 15, ""00010"": 8, ""10100"": 8, ""10011"": 2, ""11010"": 1, ""01100"": 3, ""10010"": 12, ""01001"": 2, ""01010"": 3, ""01111"": 1, ""01110"": 1, ""01011"": 1, ""10110"": 2, ""11001"": 1}","{""11000"": 8, ""10000"": 527, ""01000"": 4, ""00000"": 461}"
688,"{""1010"": 7, ""1001"": 32, ""0001"": 421, ""0000"": 405, ""0011"": 21, ""0110"": 5, ""0010"": 17, ""0100"": 18, ""1100"": 12, ""1000"": 21, ""0101"": 27, ""1011"": 7, ""0111"": 4, ""1101"": 2, ""1111"": 1}","{""0000"": 516, ""0001"": 484}"
690,"{""110"": 446, ""011"": 10, ""111"": 462, ""100"": 32, ""101"": 31, ""000"": 3, ""010"": 12, ""001"": 4}","{""111"": 494, ""110"": 506}"
691,"{""1000"": 19, ""0000"": 852, ""0001"": 64, ""0100"": 24, ""1111"": 1, ""0110"": 4, ""0010"": 21, ""1100"": 3, ""1010"": 2, ""1001"": 5, ""0011"": 2, ""0101"": 1, ""1101"": 1, ""0111"": 1}","{""0000"": 1000}"
692,"{""1000"": 30, ""0000"": 479, ""0100"": 446, ""0110"": 5, ""1010"": 3, ""0001"": 8, ""1110"": 4, ""1100"": 15, ""0101"": 5, ""0011"": 2, ""0010"": 2, ""1101"": 1}","{""0000"": 517, ""0100"": 483}"
693,"{""01001"": 7, ""00001"": 141, ""00100"": 341, ""00101"": 214, ""00000"": 223, ""00010"": 4, ""01111"": 5, ""00110"": 8, ""01011"": 2, ""01010"": 2, ""10100"": 5, ""01000"": 10, ""01101"": 8, ""01100"": 4, ""00111"": 8, ""10001"": 5, ""01110"": 5, ""00011"": 6, ""10101"": 1, ""10000"": 1}","{""00001"": 160, ""00101"": 238, ""00100"": 374, ""00000"": 228}"
694,"{""01"": 975, ""11"": 13, ""00"": 10, ""10"": 2}","{""01"": 1000}"
695,"{""000"": 947, ""011"": 4, ""010"": 20, ""110"": 2, ""001"": 11, ""100"": 13, ""101"": 3}","{""000"": 1000}"
696,"{""1000"": 8, ""0000"": 324, ""1001"": 2, ""1010"": 5, ""0001"": 155, ""0010"": 327, ""0011"": 163, ""0110"": 4, ""1100"": 1, ""0100"": 5, ""1110"": 1, ""0101"": 1, ""1011"": 1, ""0111"": 3}","{""0010"": 349, ""0000"": 329, ""0011"": 181, ""0001"": 141}"
697,"{""100"": 952, ""101"": 18, ""110"": 8, ""000"": 13, ""011"": 2, ""001"": 3, ""111"": 4}","{""100"": 1000}"
698,"{""00000"": 19, ""01000"": 845, ""11000"": 15, ""01010"": 39, ""01001"": 51, ""00100"": 3, ""11011"": 1, ""01100"": 10, ""01011"": 3, ""00001"": 1, ""11001"": 8, ""11010"": 1, ""00101"": 1, ""11100"": 1, ""10000"": 1, ""01101"": 1}","{""01000"": 1000}"
700,"{""000"": 573, ""101"": 180, ""010"": 147, ""111"": 47, ""001"": 20, ""011"": 6, ""100"": 20, ""110"": 7}","{""010"": 141, ""101"": 179, ""000"": 635, ""111"": 45}"
