circuit_index,noisy_counts,ideal_counts
2208,"{""11110"": 76, ""01100"": 22, ""10011"": 118, ""00010"": 117, ""01110"": 81, ""01111"": 47, ""11111"": 86, ""00011"": 105, ""00001"": 38, ""10010"": 123, ""11100"": 12, ""10101"": 2, ""11010"": 5, ""10001"": 10, ""11101"": 12, ""01101"": 17, ""00000"": 72, ""00110"": 7, ""10110"": 6, ""10000"": 10, ""01010"": 6, ""00100"": 3, ""10100"": 4, ""10111"": 6, ""01000"": 1, ""01011"": 7, ""11011"": 1, ""01001"": 1, ""11000"": 1, ""00111"": 3, ""11001"": 1}","{""00011"": 135, ""10010"": 115, ""11111"": 105, ""01111"": 99, ""01110"": 98, ""11110"": 100, ""00010"": 160, ""10011"": 111, ""00001"": 26, ""01101"": 18, ""01100"": 18, ""00000"": 15}"
3079,"{""110"": 82, ""100"": 601, ""000"": 214, ""001"": 14, ""011"": 6, ""101"": 38, ""010"": 36, ""111"": 9}","{""100"": 724, ""000"": 159, ""110"": 86, ""010"": 27, ""101"": 2, ""111"": 2}"
1855,"{""01"": 212, ""00"": 311, ""11"": 188, ""10"": 289}","{""11"": 179, ""10"": 339, ""01"": 198, ""00"": 284}"
808,"{""0001"": 881, ""0011"": 25, ""1000"": 3, ""0010"": 12, ""0111"": 9, ""1111"": 4, ""0000"": 28, ""1001"": 16, ""0100"": 2, ""0101"": 17, ""1110"": 1, ""1011"": 1, ""1101"": 1}","{""0001"": 996, ""0000"": 4}"
664,"{""00"": 667, ""10"": 239, ""01"": 71, ""11"": 23}","{""10"": 201, ""00"": 720, ""01"": 53, ""11"": 26}"
2291,"{""01011"": 204, ""00011"": 187, ""01000"": 22, ""00000"": 19, ""00111"": 265, ""01010"": 16, ""01111"": 135, ""01110"": 11, ""11111"": 8, ""00110"": 10, ""10110"": 7, ""00010"": 24, ""00100"": 13, ""11101"": 2, ""01100"": 11, ""10001"": 2, ""11000"": 5, ""11110"": 4, ""01101"": 2, ""01001"": 8, ""00001"": 5, ""10111"": 6, ""10011"": 6, ""11011"": 7, ""11010"": 4, ""10000"": 4, ""11100"": 1, ""10010"": 7, ""10100"": 3, ""10101"": 1, ""00101"": 1}","{""01111"": 281, ""01011"": 219, ""00111"": 280, ""00011"": 220}"
1566,"{""00"": 316, ""11"": 368, ""01"": 304, ""10"": 12}","{""00"": 297, ""01"": 366, ""11"": 337}"
2954,"{""01"": 173, ""00"": 802, ""11"": 12, ""10"": 13}","{""01"": 226, ""00"": 772, ""11"": 1, ""10"": 1}"
3275,"{""11"": 200, ""00"": 490, ""01"": 249, ""10"": 61}","{""00"": 471, ""11"": 246, ""01"": 239, ""10"": 44}"
2072,"{""0001"": 332, ""0000"": 30, ""1110"": 3, ""0011"": 235, ""0100"": 8, ""0111"": 129, ""0101"": 154, ""1000"": 17, ""1010"": 2, ""0110"": 10, ""1111"": 9, ""0010"": 20, ""1001"": 16, ""1100"": 9, ""1101"": 16, ""1011"": 10}","{""0101"": 167, ""0001"": 341, ""0011"": 304, ""0111"": 162, ""0100"": 4, ""0000"": 10, ""0010"": 11, ""0110"": 1}"
