circuit_index,noisy_counts,ideal_counts
3063,"{""101"": 176, ""000"": 45, ""111"": 151, ""001"": 332, ""011"": 207, ""100"": 24, ""010"": 21, ""110"": 44}","{""101"": 179, ""001"": 286, ""011"": 265, ""000"": 43, ""111"": 146, ""010"": 41, ""100"": 21, ""110"": 19}"
3500,"{""1110"": 443, ""0110"": 61, ""1000"": 285, ""1010"": 36, ""1111"": 27, ""1101"": 4, ""0000"": 33, ""1011"": 16, ""0001"": 7, ""0111"": 13, ""1100"": 44, ""0100"": 7, ""1001"": 14, ""0101"": 5, ""0010"": 5}","{""1110"": 640, ""1000"": 358, ""0110"": 2}"
1499,"{""00000"": 61, ""10011"": 12, ""10000"": 636, ""10001"": 37, ""00100"": 14, ""10100"": 112, ""11000"": 18, ""00001"": 9, ""10111"": 5, ""11011"": 3, ""10110"": 9, ""00010"": 15, ""01000"": 3, ""00111"": 3, ""10010"": 16, ""10101"": 11, ""11100"": 8, ""11010"": 4, ""01110"": 2, ""11110"": 3, ""00110"": 5, ""01011"": 4, ""00011"": 2, ""11001"": 3, ""11101"": 2, ""11111"": 1, ""01101"": 1, ""01100"": 1}","{""10000"": 843, ""10100"": 156, ""00000"": 1}"
716,"{""01010"": 1, ""00000"": 447, ""01000"": 34, ""00100"": 407, ""10100"": 14, ""10000"": 20, ""01100"": 47, ""00010"": 5, ""00001"": 6, ""01110"": 3, ""11000"": 3, ""11100"": 4, ""00110"": 5, ""10010"": 1, ""00101"": 2, ""01101"": 1}","{""00000"": 499, ""00100"": 501}"
535,"{""001"": 900, ""000"": 56, ""111"": 6, ""110"": 10, ""011"": 12, ""101"": 9, ""100"": 4, ""010"": 3}","{""001"": 969, ""000"": 31}"
3773,"{""11"": 559, ""00"": 249, ""10"": 87, ""01"": 105}","{""11"": 648, ""00"": 195, ""10"": 59, ""01"": 98}"
3980,"{""01010"": 30, ""00011"": 32, ""10111"": 100, ""10011"": 152, ""10101"": 178, ""00111"": 20, ""00010"": 20, ""11100"": 5, ""10110"": 19, ""00001"": 17, ""10010"": 41, ""01011"": 51, ""00101"": 23, ""10001"": 60, ""11110"": 8, ""10000"": 19, ""11001"": 11, ""01001"": 16, ""11011"": 23, ""10100"": 22, ""11101"": 19, ""00100"": 18, ""01111"": 13, ""11111"": 19, ""01100"": 18, ""11010"": 10, ""01110"": 10, ""11000"": 5, ""01101"": 12, ""01000"": 14, ""00110"": 6, ""00000"": 9}","{""10111"": 67, ""10101"": 334, ""01011"": 33, ""10011"": 207, ""10010"": 100, ""10001"": 35, ""01010"": 14, ""10100"": 54, ""00101"": 32, ""01101"": 4, ""00010"": 12, ""00111"": 5, ""11110"": 1, ""00011"": 25, ""10000"": 7, ""11011"": 17, ""11101"": 30, ""10110"": 6, ""00001"": 6, ""11010"": 3, ""11100"": 2, ""00000"": 1, ""11000"": 1, ""01100"": 1, ""00110"": 1, ""00100"": 1, ""11001"": 1}"
2433,"{""101"": 102, ""100"": 96, ""110"": 106, ""000"": 275, ""111"": 129, ""001"": 266, ""010"": 13, ""011"": 13}","{""111"": 112, ""000"": 322, ""001"": 321, ""101"": 68, ""100"": 62, ""110"": 115}"
3673,"{""00"": 454, ""11"": 197, ""01"": 331, ""10"": 18}","{""00"": 466, ""01"": 329, ""11"": 190, ""10"": 15}"
1444,"{""000"": 733, ""100"": 6, ""011"": 224, ""010"": 19, ""001"": 10, ""111"": 5, ""101"": 3}","{""000"": 769, ""011"": 231}"
3768,"{""101"": 582, ""100"": 38, ""111"": 155, ""110"": 15, ""001"": 117, ""000"": 10, ""011"": 76, ""010"": 7}","{""101"": 682, ""011"": 23, ""001"": 98, ""111"": 135, ""110"": 11, ""100"": 42, ""000"": 7, ""010"": 2}"
3705,"{""00"": 587, ""10"": 355, ""01"": 54, ""11"": 4}","{""00"": 557, ""10"": 385, ""01"": 53, ""11"": 5}"
3794,"{""1110"": 228, ""0010"": 162, ""0110"": 426, ""0111"": 23, ""1100"": 19, ""0000"": 25, ""0011"": 14, ""1010"": 11, ""1111"": 14, ""0100"": 40, ""0001"": 5, ""1001"": 3, ""0101"": 8, ""1000"": 10, ""1011"": 4, ""1101"": 8}","{""0110"": 437, ""1110"": 297, ""0000"": 24, ""1000"": 18, ""0010"": 213, ""0100"": 11}"
2707,"{""00"": 165, ""11"": 703, ""10"": 18, ""01"": 114}","{""11"": 747, ""01"": 76, ""00"": 173, ""10"": 4}"
3210,"{""0101"": 195, ""0000"": 282, ""0010"": 14, ""0001"": 211, ""0100"": 182, ""1011"": 4, ""0111"": 7, ""1101"": 16, ""1000"": 14, ""1110"": 10, ""1001"": 5, ""0011"": 16, ""1010"": 13, ""1100"": 3, ""1111"": 12, ""0110"": 16}","{""0101"": 255, ""0001"": 229, ""0100"": 275, ""0000"": 241}"
544,"{""100"": 395, ""000"": 95, ""110"": 380, ""011"": 9, ""010"": 103, ""001"": 9, ""111"": 7, ""101"": 2}","{""010"": 102, ""100"": 404, ""110"": 394, ""000"": 100}"
3854,"{""1010"": 211, ""0010"": 508, ""0000"": 53, ""1101"": 24, ""0011"": 50, ""0001"": 13, ""1110"": 23, ""1011"": 12, ""0110"": 33, ""1000"": 18, ""0111"": 13, ""1001"": 7, ""0100"": 7, ""1111"": 22, ""0101"": 3, ""1100"": 3}","{""1010"": 488, ""0010"": 512}"
2455,"{""11"": 331, ""00"": 531, ""01"": 126, ""10"": 12}","{""00"": 485, ""11"": 406, ""01"": 106, ""10"": 3}"
3400,"{""10"": 406, ""11"": 394, ""00"": 100, ""01"": 100}","{""00"": 86, ""10"": 433, ""01"": 93, ""11"": 388}"
753,"{""0000"": 845, ""0001"": 36, ""1000"": 65, ""0110"": 5, ""1100"": 9, ""1111"": 5, ""0101"": 4, ""1001"": 5, ""0100"": 14, ""1010"": 3, ""1011"": 3, ""1101"": 1, ""1110"": 1, ""0010"": 3, ""0011"": 1}","{""0000"": 1000}"
3539,"{""010"": 129, ""100"": 167, ""000"": 168, ""110"": 98, ""011"": 93, ""001"": 113, ""111"": 101, ""101"": 131}","{""101"": 125, ""001"": 102, ""100"": 126, ""110"": 148, ""000"": 114, ""011"": 128, ""111"": 132, ""010"": 125}"
2609,"{""00"": 509, ""11"": 477, ""10"": 6, ""01"": 8}","{""11"": 503, ""00"": 497}"
3642,"{""001"": 206, ""011"": 195, ""110"": 105, ""010"": 116, ""000"": 250, ""111"": 86, ""100"": 28, ""101"": 14}","{""011"": 151, ""001"": 284, ""010"": 109, ""111"": 122, ""110"": 87, ""000"": 247}"
1864,"{""0010"": 114, ""0100"": 323, ""0000"": 237, ""1100"": 35, ""1101"": 24, ""0110"": 157, ""1000"": 28, ""1010"": 11, ""1111"": 11, ""1110"": 19, ""0011"": 3, ""1011"": 6, ""1001"": 14, ""0001"": 5, ""0101"": 9, ""0111"": 4}","{""1101"": 4, ""0100"": 385, ""0010"": 103, ""0110"": 178, ""1110"": 23, ""1000"": 28, ""0000"": 217, ""1100"": 48, ""1111"": 3, ""1010"": 7, ""1001"": 2, ""1011"": 2}"
2660,"{""1100"": 37, ""0101"": 14, ""1001"": 220, ""1011"": 86, ""0001"": 145, ""0011"": 96, ""1110"": 11, ""0100"": 16, ""1111"": 51, ""0000"": 93, ""0111"": 21, ""1000"": 143, ""0010"": 17, ""1010"": 29, ""0110"": 12, ""1101"": 9}","{""0011"": 122, ""0111"": 26, ""1011"": 131, ""0001"": 176, ""1001"": 222, ""0000"": 89, ""1000"": 137, ""1111"": 54, ""1110"": 18, ""1100"": 18, ""0110"": 7}"
3330,"{""011"": 25, ""111"": 884, ""001"": 11, ""110"": 39, ""101"": 22, ""100"": 9, ""000"": 7, ""010"": 3}","{""111"": 969, ""110"": 24, ""011"": 1, ""010"": 5, ""101"": 1}"
208,"{""000"": 907, ""001"": 14, ""100"": 31, ""111"": 27, ""101"": 7, ""011"": 7, ""010"": 6, ""110"": 1}","{""000"": 1000}"
750,"{""11"": 858, ""01"": 123, ""10"": 11, ""00"": 8}","{""11"": 873, ""01"": 127}"
2067,"{""0000"": 875, ""1000"": 25, ""0100"": 27, ""0110"": 5, ""1001"": 15, ""0001"": 9, ""0101"": 1, ""1110"": 5, ""0011"": 8, ""1011"": 4, ""1010"": 5, ""0010"": 13, ""1111"": 3, ""1100"": 3, ""0111"": 1, ""1101"": 1}","{""0000"": 1000}"
1947,"{""10000"": 402, ""10010"": 422, ""00001"": 33, ""11010"": 18, ""10110"": 12, ""10101"": 4, ""00011"": 40, ""10011"": 10, ""11000"": 16, ""00010"": 10, ""10001"": 9, ""11110"": 4, ""11011"": 2, ""01001"": 1, ""00110"": 1, ""11100"": 1, ""00000"": 4, ""01000"": 1, ""11001"": 2, ""10100"": 3, ""11101"": 1, ""10111"": 2, ""00100"": 1, ""01011"": 1}","{""00011"": 39, ""10010"": 464, ""10000"": 462, ""00001"": 35}"
3096,"{""11"": 672, ""01"": 127, ""00"": 90, ""10"": 111}","{""11"": 666, ""01"": 139, ""10"": 119, ""00"": 76}"
