circuit_index,noisy_counts,ideal_counts
2208,"{""01111"": 97, ""11111"": 76, ""00010"": 92, ""01000"": 6, ""11110"": 74, ""10011"": 126, ""10010"": 104, ""01110"": 79, ""00011"": 116, ""11101"": 11, ""10000"": 14, ""10111"": 11, ""00111"": 9, ""00001"": 34, ""00000"": 31, ""11100"": 12, ""10110"": 13, ""01101"": 28, ""10100"": 2, ""00110"": 8, ""01011"": 13, ""01100"": 17, ""11001"": 2, ""10001"": 4, ""11011"": 9, ""00101"": 5, ""01001"": 2, ""01010"": 2, ""00100"": 1, ""10101"": 1, ""11010"": 1}","{""10011"": 139, ""00010"": 148, ""11111"": 92, ""10010"": 132, ""00011"": 150, ""01110"": 86, ""00000"": 22, ""11110"": 78, ""00001"": 19, ""01111"": 114, ""01101"": 13, ""01100"": 7}"
3079,"{""100"": 680, ""000"": 175, ""010"": 27, ""001"": 6, ""110"": 88, ""111"": 7, ""011"": 9, ""101"": 8}","{""000"": 178, ""100"": 709, ""110"": 85, ""010"": 25, ""101"": 3}"
1855,"{""11"": 174, ""10"": 290, ""00"": 338, ""01"": 198}","{""10"": 332, ""00"": 299, ""11"": 184, ""01"": 185}"
808,"{""0001"": 898, ""0011"": 26, ""1001"": 27, ""1101"": 4, ""0101"": 7, ""0000"": 16, ""1111"": 10, ""1011"": 3, ""0100"": 2, ""0111"": 5, ""0110"": 1, ""1110"": 1}","{""0001"": 991, ""0000"": 9}"
664,"{""00"": 675, ""10"": 243, ""01"": 60, ""11"": 22}","{""00"": 722, ""10"": 200, ""01"": 60, ""11"": 18}"
2291,"{""01000"": 21, ""00011"": 181, ""01111"": 128, ""00111"": 248, ""00010"": 22, ""01011"": 180, ""11010"": 9, ""11011"": 13, ""00110"": 12, ""00000"": 24, ""00100"": 14, ""01110"": 7, ""00001"": 10, ""10111"": 12, ""10011"": 12, ""11001"": 6, ""11111"": 5, ""10010"": 8, ""01100"": 13, ""01010"": 13, ""00101"": 13, ""10110"": 6, ""11100"": 9, ""10000"": 4, ""11110"": 9, ""11101"": 3, ""10101"": 4, ""01101"": 3, ""11000"": 6, ""10100"": 1, ""10001"": 3, ""01001"": 1}","{""01011"": 238, ""00011"": 227, ""00111"": 276, ""01111"": 259}"
1566,"{""01"": 320, ""11"": 374, ""00"": 301, ""10"": 5}","{""11"": 351, ""00"": 311, ""01"": 338}"
2954,"{""00"": 825, ""01"": 167, ""11"": 3, ""10"": 5}","{""00"": 776, ""01"": 223, ""10"": 1}"
3275,"{""01"": 247, ""00"": 463, ""11"": 221, ""10"": 69}","{""00"": 480, ""01"": 259, ""11"": 220, ""10"": 41}"
2072,"{""0000"": 28, ""0111"": 132, ""0101"": 155, ""0011"": 256, ""0001"": 314, ""0110"": 15, ""0010"": 18, ""1101"": 10, ""0100"": 17, ""1010"": 5, ""1111"": 6, ""1000"": 12, ""1110"": 5, ""1001"": 21, ""1100"": 6}","{""0111"": 149, ""0011"": 334, ""0001"": 329, ""0101"": 160, ""0010"": 10, ""0110"": 4, ""0000"": 10, ""0100"": 4}"
2619,"{""10"": 384, ""00"": 485, ""11"": 73, ""01"": 58}","{""11"": 57, ""00"": 499, ""10"": 390, ""01"": 54}"
1144,"{""0000"": 875, ""1100"": 1, ""1000"": 26, ""0111"": 13, ""0110"": 3, ""0100"": 26, ""0011"": 13, ""0001"": 17, ""1010"": 1, ""1111"": 1, ""0101"": 4, ""0010"": 15, ""1011"": 2, ""1101"": 1, ""1001"": 2}","{""0000"": 1000}"
1572,"{""0000"": 504, ""0010"": 422, ""0100"": 13, ""0011"": 8, ""0110"": 9, ""0001"": 7, ""1010"": 6, ""1001"": 4, ""1000"": 5, ""0101"": 16, ""1011"": 5, ""0111"": 1}","{""0000"": 494, ""0010"": 506}"
2456,"{""011"": 369, ""010"": 562, ""110"": 16, ""111"": 13, ""000"": 26, ""001"": 8, ""101"": 3, ""100"": 3}","{""011"": 503, ""010"": 497}"
3072,"{""01000"": 13, ""10000"": 32, ""01001"": 6, ""00000"": 293, ""01101"": 6, ""00010"": 195, ""00001"": 176, ""11110"": 19, ""00011"": 144, ""10001"": 16, ""11010"": 16, ""01010"": 9, ""11000"": 7, ""01110"": 7, ""11001"": 4, ""10101"": 3, ""11100"": 3, ""10010"": 6, ""00111"": 3, ""00100"": 7, ""01100"": 8, ""10100"": 4, ""11011"": 1, ""11101"": 2, ""10011"": 2, ""00110"": 6, ""10111"": 1, ""01011"": 7, ""10110"": 1, ""01111"": 2, ""00101"": 1}","{""00001"": 254, ""00010"": 260, ""00000"": 239, ""00011"": 247}"
580,"{""0000"": 904, ""0010"": 21, ""0001"": 25, ""0100"": 12, ""1100"": 9, ""1101"": 3, ""1010"": 3, ""0101"": 5, ""1000"": 11, ""1110"": 1, ""1111"": 2, ""0110"": 2, ""1001"": 2}","{""0000"": 983, ""0010"": 17}"
2919,"{""100"": 350, ""101"": 364, ""010"": 53, ""011"": 43, ""111"": 53, ""110"": 128, ""001"": 5, ""000"": 4}","{""100"": 332, ""101"": 400, ""110"": 174, ""111"": 47, ""011"": 21, ""010"": 25, ""001"": 1}"
116,"{""0010"": 94, ""0110"": 21, ""0000"": 294, ""1000"": 282, ""0100"": 84, ""1010"": 87, ""1100"": 104, ""1110"": 24, ""1011"": 3, ""0111"": 2, ""1111"": 2, ""0011"": 2, ""0001"": 1}","{""1000"": 302, ""0000"": 279, ""1010"": 91, ""1100"": 97, ""0100"": 105, ""0010"": 73, ""1110"": 27, ""0110"": 26}"
2827,"{""00"": 365, ""01"": 589, ""10"": 36, ""11"": 10}","{""00"": 454, ""01"": 538, ""10"": 6, ""11"": 2}"
460,"{""000"": 323, ""100"": 118, ""010"": 399, ""110"": 160}","{""000"": 351, ""110"": 134, ""010"": 389, ""100"": 126}"
1594,"{""001"": 176, ""010"": 89, ""110"": 158, ""000"": 48, ""111"": 208, ""101"": 84, ""100"": 65, ""011"": 172}","{""001"": 221, ""111"": 198, ""011"": 187, ""101"": 51, ""110"": 199, ""010"": 43, ""100"": 47, ""000"": 54}"
751,"{""0100"": 900, ""0000"": 19, ""0110"": 31, ""0101"": 17, ""1100"": 9, ""1101"": 5, ""0111"": 5, ""1110"": 8, ""1111"": 4, ""0010"": 1, ""0011"": 1}","{""0100"": 990, ""0000"": 10}"
2183,"{""00000"": 405, ""00001"": 45, ""01000"": 11, ""00101"": 48, ""00100"": 319, ""10100"": 14, ""01010"": 12, ""00010"": 7, ""10000"": 20, ""10101"": 2, ""01100"": 25, ""10001"": 8, ""10110"": 8, ""11110"": 3, ""11010"": 4, ""01110"": 9, ""00111"": 11, ""10011"": 7, ""10111"": 8, ""01011"": 3, ""01101"": 3, ""00110"": 17, ""11000"": 2, ""10010"": 2, ""01111"": 2, ""00011"": 3, ""11100"": 2}","{""00100"": 489, ""00000"": 469, ""00101"": 19, ""00001"": 23}"
3407,"{""0101"": 237, ""0000"": 247, ""0001"": 200, ""0100"": 237, ""1101"": 5, ""0111"": 15, ""1011"": 13, ""0110"": 6, ""1001"": 6, ""1010"": 3, ""1110"": 5, ""1100"": 6, ""1111"": 4, ""0010"": 4, ""0011"": 5, ""1000"": 7}","{""0101"": 212, ""0000"": 290, ""0001"": 211, ""0100"": 287}"
3336,"{""0000"": 691, ""1000"": 64, ""1101"": 3, ""0101"": 23, ""0001"": 45, ""0011"": 5, ""0100"": 67, ""0010"": 29, ""1001"": 14, ""1110"": 6, ""1010"": 8, ""0111"": 8, ""0110"": 21, ""1100"": 3, ""1111"": 9, ""1011"": 4}","{""0000"": 1000}"
3047,"{""10"": 241, ""00"": 725, ""11"": 9, ""01"": 25}","{""00"": 827, ""10"": 149, ""01"": 21, ""11"": 3}"
3961,"{""0110"": 200, ""1110"": 225, ""0100"": 125, ""1111"": 227, ""0101"": 91, ""0011"": 12, ""1011"": 20, ""0001"": 5, ""1100"": 11, ""0111"": 22, ""0000"": 8, ""0010"": 19, ""1101"": 11, ""1000"": 7, ""1001"": 6, ""1010"": 11}","{""1111"": 375, ""0110"": 179, ""1110"": 186, ""0101"": 114, ""0100"": 116, ""1010"": 4, ""0000"": 6, ""1011"": 6, ""0011"": 6, ""0010"": 6, ""0001"": 2}"
1728,"{""101"": 69, ""010"": 418, ""011"": 96, ""000"": 125, ""001"": 38, ""111"": 207, ""100"": 12, ""110"": 35}","{""010"": 433, ""111"": 199, ""011"": 93, ""000"": 122, ""100"": 20, ""110"": 44, ""101"": 67, ""001"": 22}"
2160,"{""00000"": 742, ""00100"": 23, ""00101"": 83, ""11111"": 9, ""11101"": 7, ""01000"": 17, ""00011"": 8, ""00010"": 27, ""10111"": 3, ""10011"": 1, ""10000"": 9, ""00111"": 7, ""11001"": 3, ""00001"": 13, ""10101"": 3, ""11010"": 11, ""10010"": 5, ""10100"": 4, ""01010"": 3, ""00110"": 7, ""01110"": 2, ""01101"": 1, ""01100"": 6, ""01001"": 2, ""11000"": 1, ""01111"": 3}","{""00000"": 1000}"
2378,"{""00000"": 766, ""10000"": 38, ""01000"": 31, ""00010"": 47, ""00100"": 11, ""10101"": 5, ""11001"": 2, ""00001"": 9, ""10010"": 16, ""00110"": 6, ""00011"": 14, ""10001"": 6, ""01010"": 7, ""10100"": 4, ""01101"": 1, ""11010"": 3, ""01011"": 5, ""11100"": 2, ""01001"": 4, ""11000"": 2, ""00111"": 1, ""10011"": 4, ""11110"": 1, ""01100"": 4, ""01111"": 1, ""10110"": 3, ""11011"": 4, ""11101"": 1, ""01110"": 1, ""10111"": 1}","{""00000"": 922, ""00010"": 78}"
3476,"{""11"": 388, ""10"": 433, ""00"": 69, ""01"": 110}","{""10"": 456, ""11"": 405, ""00"": 64, ""01"": 75}"
