circuit_index,noisy_counts,ideal_counts
765,"{""100"": 884, ""000"": 79, ""101"": 15, ""001"": 13, ""110"": 8, ""010"": 1}","{""100"": 929, ""000"": 71}"
328,"{""100"": 828, ""000"": 168, ""001"": 1, ""110"": 3}","{""100"": 831, ""000"": 169}"
2838,"{""00001"": 302, ""00000"": 456, ""01100"": 7, ""01010"": 6, ""10100"": 5, ""01000"": 25, ""11100"": 1, ""01001"": 18, ""10001"": 39, ""10010"": 6, ""01111"": 2, ""10000"": 21, ""00010"": 20, ""00011"": 12, ""01101"": 8, ""00101"": 12, ""11111"": 3, ""00100"": 13, ""10101"": 6, ""11000"": 4, ""01110"": 2, ""01011"": 6, ""11110"": 4, ""00110"": 9, ""10011"": 5, ""10110"": 1, ""11011"": 2, ""11001"": 2, ""10111"": 1, ""00111"": 1, ""11101"": 1}","{""00001"": 482, ""00000"": 518}"
1704,"{""001"": 133, ""101"": 132, ""100"": 244, ""110"": 28, ""111"": 76, ""000"": 199, ""010"": 145, ""011"": 43}","{""000"": 223, ""001"": 126, ""010"": 105, ""100"": 270, ""111"": 65, ""101"": 144, ""011"": 42, ""110"": 25}"
1633,"{""00011"": 5, ""00000"": 880, ""00001"": 18, ""01000"": 26, ""00010"": 20, ""10110"": 10, ""00110"": 2, ""10000"": 10, ""01110"": 3, ""01100"": 7, ""11110"": 4, ""01011"": 2, ""10010"": 3, ""00100"": 4, ""10001"": 2, ""10111"": 1, ""11000"": 1, ""01010"": 1, ""11001"": 1}","{""00000"": 1000}"
2510,"{""0000"": 690, ""0001"": 194, ""0010"": 16, ""1100"": 7, ""1000"": 19, ""1110"": 14, ""0100"": 21, ""1111"": 4, ""0111"": 7, ""1001"": 5, ""0101"": 2, ""1011"": 7, ""0110"": 3, ""1010"": 4, ""0011"": 5, ""1101"": 2}","{""0001"": 243, ""0000"": 757}"
1459,"{""0000"": 880, ""0001"": 23, ""1011"": 3, ""1000"": 51, ""1001"": 8, ""0101"": 2, ""1010"": 2, ""0010"": 11, ""0100"": 16, ""0110"": 2, ""0011"": 1, ""0111"": 1}","{""1000"": 43, ""0000"": 957}"
2032,"{""11"": 819, ""10"": 113, ""00"": 51, ""01"": 17}","{""11"": 823, ""10"": 124, ""00"": 53}"
986,"{""100"": 450, ""000"": 444, ""011"": 7, ""001"": 10, ""110"": 41, ""010"": 40, ""101"": 6, ""111"": 2}","{""100"": 443, ""110"": 64, ""000"": 438, ""010"": 55}"
2801,"{""1000"": 590, ""1100"": 171, ""0000"": 110, ""0101"": 4, ""0001"": 24, ""1101"": 16, ""0011"": 9, ""0010"": 6, ""0110"": 8, ""0100"": 14, ""1110"": 9, ""1001"": 11, ""1011"": 5, ""0111"": 9, ""1010"": 6, ""1111"": 8}","{""1000"": 730, ""0000"": 76, ""0001"": 5, ""1100"": 158, ""1101"": 5, ""0100"": 10, ""0111"": 4, ""0110"": 7, ""1110"": 1, ""0010"": 3, ""0011"": 1}"
2734,"{""101"": 161, ""110"": 48, ""100"": 224, ""001"": 178, ""000"": 221, ""010"": 54, ""011"": 47, ""111"": 67}","{""100"": 183, ""101"": 178, ""110"": 60, ""001"": 193, ""111"": 57, ""010"": 56, ""000"": 222, ""011"": 51}"
1175,"{""000"": 119, ""101"": 29, ""100"": 830, ""110"": 4, ""001"": 12, ""011"": 3, ""111"": 2, ""010"": 1}","{""100"": 897, ""000"": 103}"
2756,"{""00"": 445, ""10"": 462, ""11"": 39, ""01"": 54}","{""10"": 498, ""00"": 448, ""01"": 19, ""11"": 35}"
1282,"{""0000"": 879, ""1100"": 6, ""0001"": 38, ""1000"": 27, ""0010"": 18, ""0101"": 3, ""0100"": 8, ""1011"": 3, ""1010"": 3, ""1001"": 3, ""0110"": 6, ""1101"": 1, ""1111"": 3, ""1110"": 1, ""0111"": 1}","{""0000"": 1000}"
